9.151887337166443245e-03,3.913833778085844262e-02,1.162364665579322491e-02,1.184154550431833902e-01,1.053591650161904841e-01,2.186879388593340745e-01,7.226011619912479922e-02,8.105986434157060050e-02,2.766491004165703149e-01,6.765448834986907689e-02
4.917564852025896154e-03,2.943954755814249397e-02,5.439730239919986048e-03,1.339026915113362137e-01,1.334589270490297297e-01,2.840046888319465168e-01,7.217414139566125098e-02,9.082899464130023137e-02,1.984913530628887868e-01,4.734236085736841931e-02
3.726959228501407900e-02,5.599212646463015697e-02,2.481842041006157573e-02,4.132080078109236915e-02,6.373977661108497228e-02,6.165695190406166731e-02,3.577423095689478277e-02,5.228424072245679843e-02,5.508193969705550419e-01,7.632446289033384401e-02
4.125429530728804556e-02,6.378957584659132596e-02,4.544976129894593569e-02,9.938078718881983298e-02,1.136857999107963452e-01,1.295599113395900226e-01,8.827987697713841897e-02,8.855038297089543042e-02,1.928189675523645785e-01,1.372306416074060842e-01
2.715795486988198740e-02,6.101113967403021254e-02,4.450157097946585288e-02,1.249357326471011859e-01,2.115281348174148646e-01,1.789031705216857782e-01,1.003541845181356446e-01,6.888317623496781339e-02,8.439303056221425514e-02,9.833190516938970782e-02
1.239608918847613997e-02,3.822364056863607890e-02,2.542117121151277886e-02,1.250037351116574380e-01,2.015048018594858270e-01,2.513386640845818309e-01,8.059773741852885309e-02,6.474144061760113422e-02,1.439870675485355467e-01,5.678565238949031396e-02
5.781420323789503461e-04,9.181234607772143300e-03,7.682990835315239939e-04,1.151063829786769382e-01,1.342056603011287652e-01,3.272647260687442938e-01,3.795308651942430611e-02,8.687674108761481162e-02,2.736626428195431115e-01,1.440308450078146146e-02
2.394692347261665952e-02,5.745056237559453133e-02,4.253350976474225276e-02,1.290401627084157843e-01,2.321179151643502636e-01,1.925984464199527180e-01,9.422553848358067308e-02,6.683574701618003044e-02,7.528363841263395473e-02,8.596755617580700837e-02
2.561771703968264424e-02,5.920322127960951641e-02,4.259654688522605814e-02,1.287596851923082097e-01,2.188945152814416595e-01,1.941248245976808784e-01,9.756573729426168406e-02,6.807394301709429607e-02,7.640168385042765686e-02,8.876212555616641575e-02
2.259361090890679019e-02,5.457605385444797008e-02,4.191993292784888803e-02,1.314991307770506934e-01,2.337960965130395918e-01,2.005683849717005418e-01,9.801866669894078454e-02,6.375528622644312249e-02,7.091249830427143186e-02,8.236033881118547118e-02
1.256275177000755125e-02,3.565788269039567998e-02,2.180290222165889510e-02,9.335803985586799136e-02,1.635007858274807879e-01,1.803455352781483112e-01,6.635475158685077979e-02,4.315185546870884542e-02,3.323202133175541806e-01,5.094528198237328886e-02
9.128041558970149613e-03,3.472895133493913988e-02,2.324572028415951286e-02,1.077364610246159815e-01,2.088817560285823050e-01,2.798267926347174361e-01,8.464551033563251503e-02,5.459329242014362288e-02,1.456449181734978948e-01,5.156855620137688195e-02
3.998671921237675203e-03,2.644164837226090775e-02,5.945262278896560129e-03,1.151467974905251851e-01,1.211679394087676331e-01,3.030617989691832270e-01,6.495186084634116397e-02,7.251169379268554427e-02,2.433693224909681818e-01,4.340500442876386172e-02
3.292777021089320771e-02,6.964145781563353677e-02,4.865694208310211016e-02,1.289799181926660765e-01,1.410964841862488994e-01,1.593136863996679475e-01,1.115364154429025340e-01,7.696590725031288160e-02,1.034903663252169370e-01,1.273910520930015278e-01
1.575565338133263008e-02,4.767608642573577943e-02,2.221965789792802737e-02,1.147947311400272369e-01,1.554422378538556637e-01,2.258577346799603980e-01,8.602428436271092327e-02,7.135868072502959958e-02,1.817350387571509129e-01,7.913589477531515759e-02
1.098319502713649906e-02,3.915022673984380058e-02,2.072182718408663651e-02,1.126006447432280760e-01,1.656897828231373992e-01,2.297437993581200877e-01,8.297696353644518075e-02,6.403859205324527459e-02,2.159311759622794813e-01,5.816379257151352289e-02
5.374734243309608334e-02,1.300467801022990033e-01,5.019988019305440807e-02,8.443618030592126011e-02,8.221793433468972678e-02,1.020012257702174324e-01,8.544077521308776624e-02,1.256847346587728897e-01,1.251800566485375688e-01,1.610450903398911171e-01
2.265844680859543242e-02,5.423555804637783528e-02,3.782679830926718306e-02,1.432073920577183745e-01,1.120566711512118591e-01,1.987310042298254253e-01,1.239770266056874765e-01,6.497364940049764337e-02,1.442693300986800653e-01,9.806412329133114281e-02
2.464438768416572344e-03,1.804832693886343487e-02,4.845518376409687321e-03,1.047504034367384151e-01,1.898301824279107208e-01,2.931527930656012138e-01,5.963172350394965737e-02,6.612305094513017123e-02,2.333906872850917691e-01,2.776287524975096233e-02
2.762270593251793006e-03,1.897737942805125325e-02,3.999999999993171344e-03,9.832180964558545622e-02,1.481877934269770491e-01,2.804865556973444307e-01,5.617755014928522972e-02,6.726077678178871144e-02,2.899120785313019089e-01,3.391378574471376472e-02
6.743336420619233662e-02,8.031028094987766042e-02,6.447463208726363082e-02,9.672481218358644495e-02,1.520273747021711197e-01,1.156092415339661367e-01,8.386075949259209905e-02,8.625347329311705558e-02,9.986364104018906340e-02,1.534424204981804929e-01
6.405515226151606289e-02,8.213486736882921746e-02,5.524357393901242752e-02,9.369721042672582434e-02,1.540085832973336066e-01,1.132150846903025310e-01,8.239738848465510968e-02,8.679176368434927957e-02,1.114915764950978050e-01,1.569647993407642383e-01
6.814577865243552635e-03,2.628431211714551616e-02,1.679379921254103153e-02,9.662415244936356506e-02,1.616018700781878814e-01,2.811987368756794226e-01,7.125574146957275312e-02,5.098630249326407265e-02,2.483322397191863040e-01,4.010826771639836030e-02
5.958508403330049774e-02,7.509978991557195172e-02,5.977415966355160287e-02,1.037552521002954031e-01,1.660241596629935534e-01,1.249894957976628584e-01,8.512079831888066939e-02,8.193277310881337538e-02,9.957983193225010410e-02,1.441386554614278448e-01
2.549544492883783209e-02,4.156772160074279771e-02,4.027244074068329904e-02,1.335218686578001634e-01,2.578148611876763807e-01,2.068833383694201056e-01,7.956802383273839374e-02,5.958291956273701478e-02,6.849876948281324873e-02,8.679461163115369249e-02
1.167344616352526156e-02,4.133979806782254324e-02,3.006938895747577126e-02,1.504029361677328147e-01,2.282299460060348562e-01,2.418247540413459296e-01,9.424156396531245539e-02,5.381326521550435643e-02,8.351795356040435381e-02,6.488694785433722634e-02
1.320861678001539891e-02,4.519954648515827483e-02,2.463038548747249409e-02,1.303174603171648183e-01,2.189931972784149861e-01,2.238390022670661283e-01,9.004081632632643384e-02,6.704988662116315168e-02,1.129274376414672876e-01,7.379365079348346179e-02
8.621513639574553828e-03,4.273527556343659217e-02,1.230190590888517559e-02,1.282306780600025731e-01,1.032172965532568570e-01,2.347986083231849985e-01,7.893129552098079871e-02,8.963028808468122277e-02,2.340043203149270723e-01,6.752881803059225529e-02
1.660622653663403059e-02,5.821319353426751553e-02,3.154317628153829878e-02,1.333491606873823121e-01,1.268682756883849350e-01,2.045491147787666664e-01,1.014190935275833816e-01,7.796036312204374097e-02,1.609044916364184286e-01,8.858690420651801900e-02
4.157641264786596236e-02,7.017476955253963700e-02,5.715313037976731819e-02,1.231558761357589432e-01,1.699721066048835438e-01,1.485693739238722055e-01,9.846041534997661271e-02,7.217306979878383710e-02,9.944866961570371366e-02,1.193161759897586327e-01
3.449180015251955556e-02,6.547648658501488417e-02,4.886329718430912350e-02,1.228785278412151405e-01,1.660002736044444149e-01,1.598058236326403980e-01,9.974339203385676478e-02,7.118072828566894550e-02,1.180023546577890214e-01,1.135573160215053723e-01
2.343641417650241948e-02,5.511543510151528658e-02,4.359701953515419948e-02,1.422453864565893789e-01,1.856655856689886364e-01,1.883418268858820521e-01,1.040587599412771125e-01,6.417226468996055366e-02,9.921550459420153123e-02,9.415180294954283990e-02
8.717814274354898987e-03,2.839677835769123179e-02,2.224087981222936175e-02,1.017963276992145116e-01,1.935009640362998773e-01,2.326199570572726749e-01,7.275243332191946855e-02,4.554701214903730117e-02,2.551462316268657826e-01,3.928160166179631846e-02
3.575882369997029214e-02,6.671736554853427426e-02,5.081703611323163533e-02,1.253583562389964934e-01,1.676758107254261720e-01,1.588872884367248106e-01,1.000830301603566064e-01,7.259070212573044689e-02,1.052377745337955972e-01,1.168738124161595449e-01
2.150725041814342126e-02,5.348577802528244746e-02,4.408812046818120362e-02,1.305772448401381902e-01,2.454196876725779353e-01,2.095719464569884838e-01,9.182933630722371621e-02,6.058282208546721115e-02,6.876742888964886002e-02,7.417038482937694799e-02
4.946976744163036899e-02,7.666046511592250479e-02,1.046511627902109269e-02,6.303720930203238204e-02,4.033488372074262723e-02,1.098558139529774158e-01,4.441860465095619215e-02,9.690697674373531523e-02,3.475441860448951203e-01,1.613069767434357760e-01
1.781492661205277828e-02,6.031227234099324763e-02,3.189655613353764574e-02,1.418515522644683002e-01,1.434883953734836237e-01,2.125148606297463660e-01,1.176627216124437186e-01,6.548855758909140345e-02,1.108164925040966142e-01,9.815366494001323550e-02
1.560904120398489206e-02,5.989778855004043723e-02,2.723409052476289186e-02,1.340281457264212717e-01,1.274464047497783359e-01,2.116656332787660855e-01,1.107772955300863338e-01,7.951261672582173035e-02,1.394517407887043425e-01,9.437724292125797276e-02
1.488147722189324569e-02,5.755031627368376035e-02,2.339339339337844631e-02,1.263491150724385947e-01,1.225602197941840360e-01,2.220235128744348363e-01,9.931314293010075345e-02,8.265286563153623201e-02,1.639332949970200293e-01,8.734266181069111346e-02
5.091193912898706216e-03,2.510163738740534348e-02,1.175823356074224939e-02,1.015627913906459873e-01,1.858752004756827891e-01,2.783465741647239700e-01,6.716459662016370513e-02,6.196150833555293808e-02,2.220916787864860575e-01,4.104658535637381589e-02
8.932872093502335770e-03,3.205661527672010874e-02,2.088042010091288939e-02,1.102529296246298890e-01,1.793075339944984470e-01,2.680804766884102297e-01,8.047332095997900003e-02,5.676011600588531936e-02,1.981433638387160301e-01,4.511235141337736898e-02
7.489283527227528353e-03,3.171157379047240960e-02,1.772198407832908246e-02,1.033894672378953133e-01,1.724617268825092975e-01,2.620085731773973969e-01,7.735150030594808990e-02,5.516227801575271372e-02,2.264084507035321048e-01,4.629516227787416893e-02
8.593173084142586085e-03,3.214829327094522599e-02,2.020043704311596383e-02,1.039650365455385000e-01,1.878501996829542442e-01,2.353281591432888897e-01,7.662120412907355571e-02,5.205937759007743526e-02,2.378358827511481144e-01,4.539823675670138364e-02
3.418106465466231279e-03,2.273829930570251887e-02,4.289438650175184109e-03,1.002813836681659271e-01,9.111029275296723962e-02,2.994734011692659070e-01,5.055261092769274683e-02,7.006862517296215398e-02,3.186481893094962325e-01,3.941965257774058401e-02
2.490324936107500206e-02,6.023320554945685995e-02,2.564987221613142243e-02,1.060179353778509387e-01,1.010978002920543267e-01,1.614152062796272713e-01,9.051980649870150497e-02,8.758032128512056869e-02,2.140564530850186942e-01,1.285261500547351665e-01
8.372474057889784521e-03,4.283004816045806601e-02,1.590089866441192143e-02,1.279099846084782444e-01,1.345181470631710285e-01,2.536947023483804853e-01,9.426518047760928942e-02,7.882404051435409897e-02,1.794764410902687513e-01,6.420808301473010515e-02
1.517170652817940654e-02,5.833711334679346494e-02,2.635819877890110269e-02,1.237064605829714808e-01,1.293032284600797999e-01,2.162341485950799169e-01,1.035930320027165508e-01,8.205258961437937593e-02,1.608468545119826343e-01,8.439666757750756421e-02
1.341259498602595003e-02,5.152751248125341660e-02,2.419652367432476373e-02,1.181337808163620967e-01,1.250602495669096703e-01,2.232060505438479836e-01,9.631153637869409312e-02,7.711349530785727158e-02,1.946492433841592040e-01,7.638901285907791217e-02
1.082016593561800112e-02,3.992936285642996463e-02,2.244329358155794721e-02,1.128579565136593604e-01,1.502448519436220264e-01,2.148898753424479113e-01,8.243935950947048341e-02,6.303176029161597360e-02,2.451279160571128435e-01,5.821545796699751502e-02
9.734648818592305311e-03,4.222586350389237464e-02,2.157314930407943157e-02,1.270431636378614726e-01,1.793244555414248986e-01,2.389099852033353677e-01,9.366185786272127056e-02,6.825091321024030766e-02,1.566733712486754471e-01,6.260259166773217421e-02
1.566012396693891237e-02,5.305413223139399115e-02,3.182954545453887951e-02,1.354237603305505355e-01,1.789409090908721245e-01,2.156847107437570854e-01,1.023609504132019926e-01,6.436074380163958608e-02,1.252770661156765997e-01,7.740805785122367721e-02
1.798053427210230190e-02,5.604576516876039194e-02,3.179457444604849581e-02,1.233789604472720208e-01,1.561946572789073839e-01,1.926324290743026135e-01,9.855021743630180964e-02,6.530358252224781335e-02,1.759374611720488646e-01,8.218181818180116116e-02
1.242458152827202603e-03,1.060752110362704094e-02,1.753044745727952956e-03,9.083855615095548508e-02,3.841248502709020129e-02,2.586673536040646759e-01,4.271415398970249133e-02,6.523813217019761024e-02,4.744799033854216752e-01,1.604639167007795159e-02
4.362379280068683085e-03,3.007558179308644428e-02,1.086835684069713086e-02,1.399553036953767593e-01,1.250605737545590623e-01,2.858087095081248141e-01,8.852141602906667128e-02,8.737158364020923551e-02,1.872840723805816177e-01,4.069202307787337519e-02
4.862222222218620486e-03,2.408370370368586449e-02,9.705185185177996054e-03,1.095133333332522080e-01,1.299585185184222447e-01,2.569059259257356342e-01,6.525037037032203890e-02,6.616740740735839454e-02,2.976362962960757974e-01,3.591703703701042832e-02
9.099858707304371921e-03,3.249220850085697554e-02,2.633552158397559767e-02,1.207924630312078584e-01,2.475426810905163311e-01,2.754339520611106540e-01,8.822884308309625334e-02,4.911577325820280088e-02,1.063061408738399105e-01,4.465255780478837727e-02
4.425989242026182047e-03,2.160905127740707019e-02,9.563041408088085449e-03,8.338992239057939349e-02,1.068564368269817044e-01,1.691136266329484328e-01,5.193958769133113357e-02,4.593437730406282893e-02,4.753477216327143262e-01,3.182024559350142556e-02
2.860183294964868585e-03,1.563979498761541506e-02,5.273711795449017789e-03,6.801785171347927983e-02,7.861486339744364060e-02,1.683790846833715660e-01,4.014825753954735787e-02,4.180710593752558907e-02,5.544357816094940272e-01,2.482336504074736383e-02
5.709631651848755263e-03,3.243386812623873933e-02,5.573467905698380361e-03,1.271979518282390365e-01,1.015436934331664931e-01,2.625627866161701629e-01,6.450589370483714169e-02,9.467372812970914486e-02,2.509804630238728351e-01,5.481851557979917910e-02
1.137566137564367287e-02,3.861188920006440595e-02,2.882819794580014292e-02,1.195720510424532063e-01,2.285465297226446368e-01,2.310582010578415002e-01,8.389200124481187293e-02,4.899782135068627559e-02,1.569281045749191805e-01,5.218954248357891151e-02
1.709004790289765999e-03,1.447166441685737714e-02,4.528974686718095430e-03,1.371033974029185754e-01,1.430815543954262747e-01,3.501503685296921686e-01,8.995308262948942257e-02,4.198372973681700759e-02,1.910251490245491179e-01,2.599307438686896538e-02
1.232953382020863381e-02,4.409118831476070699e-02,2.120128318884635654e-02,1.274848133232356351e-01,1.412319978157523526e-01,2.290075762745007182e-01,8.766227561252633305e-02,7.363661183531933219e-02,1.898648556411235699e-01,7.348986417304383123e-02
6.618055952939232156e-02,9.752588634215841878e-02,5.111351254588852172e-02,8.886604835831038440e-02,8.758181874201710626e-02,1.043751109623893003e-01,8.763060552835442996e-02,9.817332001046966128e-02,1.463702630964473228e-01,1.721828748842058054e-01
1.140499114989146703e-02,3.901863098140809921e-02,1.898765563963033046e-02,1.095333099364189794e-01,1.609821319578542964e-01,2.432098388669555467e-01,8.114242553703199246e-02,6.101417541498087294e-02,2.166748046872933597e-01,5.803203582758137413e-02
2.307070412064417611e-02,6.798713625742963673e-02,2.025747398045744940e-02,1.087369238530089266e-01,7.511118043754810847e-02,1.653165489592073878e-01,8.981062818606030951e-02,9.494981945623838515e-02,2.310952766567391237e-01,1.236643080926001226e-01
1.776771653536311779e-02,5.339763779506535857e-02,3.892519685024044968e-02,1.271653543302080080e-01,1.978897637787484509e-01,2.201535433062198621e-01,1.037047244090405357e-01,6.654724409422618780e-02,1.032401574799085009e-01,7.120866141704249030e-02
2.386238882912172093e-02,5.625454859406027464e-02,4.528241374603558106e-02,1.297104935294026706e-01,2.368969643128884250e-01,1.928233973516829680e-01,9.411118923328207209e-02,6.369882445778472790e-02,7.307972221149218461e-02,8.428005772808175311e-02
1.677297424967677877e-02,3.995590203890139747e-02,2.626978502202898316e-02,1.052523820756712802e-01,2.332467123358808181e-01,2.461453657729562039e-01,7.225765808217564368e-02,4.998818804551558026e-02,1.478699110142866480e-01,6.224112134715739653e-02
1.807629048554408591e-02,4.190915991836555859e-02,3.064903846105375418e-02,1.137873228726943992e-01,2.247121710490778135e-01,2.447811234779102285e-01,7.795103744815994051e-02,5.245761639593152920e-02,1.286532135607184046e-01,6.702302631472951966e-02
6.446102430921683314e-03,3.118108476306399868e-02,7.610477244663666971e-03,1.122333858401207834e-01,1.176524117671475661e-01,2.472492443270002671e-01,5.859657712117449097e-02,8.225712035416457568e-02,2.850749286898733859e-01,5.169866746133738172e-02
9.927161654124924683e-03,3.928907089147328641e-02,2.333785076528164387e-02,1.363327403328322973e-01,2.226457606066407913e-01,2.531226923332468570e-01,9.530452806112452158e-02,5.924094555579177690e-02,9.825309646874763603e-02,6.254615332968734009e-02
5.078241430681526732e-03,2.248882265267328900e-02,1.520119225031594211e-02,9.630029806223434907e-02,1.453055141574317866e-01,2.966542473908470590e-01,7.915424739165739798e-02,4.724292101323680076e-02,2.622093889707071135e-01,3.036512667648895089e-02
3.285763953813310590e-03,1.575501355646395651e-02,5.586200448763853701e-03,8.188589776548992061e-02,9.407101661832766026e-02,2.366590021969966207e-01,4.697251016733512696e-02,4.796295051886804994e-02,4.416147829794573321e-01,2.620686179411907749e-02
1.795459566512387292e-02,5.505538050294878083e-02,3.019800351286607704e-02,1.327761073357561217e-01,1.504447518961688490e-01,2.082914852377089621e-01,1.017351356347552527e-01,7.366570513969794565e-02,1.382029109037949122e-01,9.167592417039577279e-02
1.825365726215873868e-02,5.001306165066605330e-02,3.947884012513401542e-02,1.326084117023732523e-01,2.583333333316462088e-01,2.175679205837410535e-01,9.267894461799451589e-02,5.833333333295236817e-02,6.408045976969643787e-02,6.865203761710650388e-02
1.119219924829328860e-02,4.713092421996928350e-02,1.163302407717653822e-02,1.245460239598572133e-01,1.111052032790311450e-01,2.321133157379622336e-01,8.298555685901827517e-02,9.012548612341129972e-02,2.052377079069021837e-01,8.393055858800152480e-02
7.737807301346957996e-03,3.358438963558065676e-02,1.811521622767683914e-02,1.380831133127656818e-01,2.359950711975946080e-01,2.716747814983947462e-01,8.711265069974749586e-02,5.694917961718887894e-02,9.719569702416981649e-02,5.355209348489021332e-02
1.565105614229536993e-02,5.220102653646191415e-02,2.078449380089603810e-02,1.246023606109204068e-01,1.298453095922365574e-01,2.047944812334582254e-01,9.190152439757749703e-02,8.001841300719603201e-02,1.864139497787922761e-01,9.378738489978816206e-02
3.419948803728029355e-03,2.097272911596068101e-02,9.698303173147225856e-03,9.837540551492614249e-02,1.236844523011996905e-01,3.122639775950487029e-01,7.700112150237210795e-02,4.973578163013092635e-02,2.748861073091902196e-01,2.996217305350425131e-02
8.691426053978607014e-02,8.779302998284932436e-02,5.026934166870562076e-02,7.671167737721885926e-02,1.144871086617891692e-01,1.030094939730797909e-01,7.080737233934297770e-02,8.955756172926544745e-02,1.464910992539865398e-01,1.739590544716451970e-01
