5.283081034158040347e-03,1.190450297455764250e+01,9.978628944149420255e-01,2.785379155898563113e+03,7.387988831949827695e-01,3.734942522787434882e+02,1.112961212061969127e+04,8.104309005063180749e+00,9.071189119443575422e+00,1.643788162728589478e-03,1.578699936855085140e+00,-7.430044610918289383e-01,9.999882819122885014e-01
3.370316327928479447e-03,2.635970131890034374e+00,9.990494646724004113e-01,1.386697095046652976e+03,7.059087856172836517e-01,2.768849226559839849e+02,5.544152410054721258e+03,7.859440845948270749e+00,8.934777710015895380e+00,1.559391602466802173e-03,1.572436085147627338e+00,-7.040022189887971127e-01,9.999673772748962630e-01
2.461459054052611561e-01,4.603003476552179052e+01,9.928002402197980691e-01,3.196366480642615443e+03,6.773863046768496821e-01,9.319103962533776553e+01,1.273943588780493883e+04,5.234242838947082532e+00,6.901153218981290749e+00,1.688338184213374754e-03,2.416084528058534353e+00,-5.360892128772145604e-01,9.966736474998175721e-01
7.922589022458440336e-03,1.702354059979043299e+01,9.951401973327247408e-01,1.751739498488881509e+03,6.392041378239188276e-01,2.104859392105819609e+02,6.989934453355730511e+03,7.440711141956314556e+00,8.933669566016096297e+00,1.246258472157895768e-03,2.005729811437954702e+00,-6.320947090936064328e-01,9.998610821771015678e-01
1.135632968334936675e-03,1.688465570688093464e+01,9.960766011531609898e-01,2.151679106339318423e+03,4.686058444692102198e-01,3.187691462990903233e+02,8.589831769650387287e+03,8.327754500656029180e+00,1.080864191826810128e+01,8.000106723675792352e-04,2.903152024190854164e+00,-5.278728388241605840e-01,9.997617028976899523e-01
1.477295800851126514e-03,1.760198081748719545e+01,9.973656883781650828e-01,3.342147942183293708e+03,5.354731403273561563e-01,2.657424529290345276e+02,1.335098978791569971e+04,8.548803605662545380e+00,1.063078244885482171e+01,9.463626562653236225e-04,2.557878850757148825e+00,-5.987814005555975871e-01,9.999370504805603632e-01
2.895754921015381966e-03,1.456244649315023398e+00,9.993812307999190292e-01,1.176792147751113134e+03,7.010101517579765407e-01,1.948536191694810782e+02,4.705712346355130649e+03,7.907779752222521275e+00,9.039955814665361800e+00,2.015713526666159175e-03,1.626071431744506857e+00,-6.995325666648072316e-01,9.999670986355578828e-01
7.281768448941473501e-04,6.642054640912630248e+01,9.849599701504444527e-01,2.208498902632588852e+03,4.406008988623065781e-01,2.055651202756555449e+02,8.767575064121238029e+03,8.488605988262264646e+00,1.114193878557959394e+01,8.224484894878030840e-04,3.017841415253137427e+00,-5.153053117986059473e-01,9.997578273977116847e-01
8.824915641691213637e-04,5.495317157262562802e+01,9.865040518222685240e-01,2.036294284903628068e+03,4.563299320934506298e-01,2.233748123331009197e+02,8.090223968041889748e+03,8.368572505138232032e+00,1.091440750942937399e+01,8.498178550396723102e-04,2.912216043505698959e+00,-5.220992687679639754e-01,9.997529073765987206e-01
7.999119696627270040e-04,5.747592983770027786e+01,9.863404330771858852e-01,2.103798236765866477e+03,4.449032900987778261e-01,2.235912118683357335e+02,8.357717017225755626e+03,8.463102040012017824e+00,1.103781611940316232e+01,8.385095769836201475e-04,2.923175359694548447e+00,-5.241244096027333210e-01,9.997838796631612901e-01
7.143730248098688340e-02,1.036365964749789725e+02,9.902104058058383007e-01,5.293625754543942094e+03,6.207327329382390513e-01,1.820150549323906262e+02,2.107086642170078994e+04,7.184209806632653184e+00,8.962794894950262048e+00,1.149800477833386441e-03,2.403253032715850779e+00,-6.091857631187151956e-01,9.997915008437052720e-01
1.490550731582205614e-03,2.199720839997115007e+01,9.967304416977385007e-01,3.363908249715440434e+03,5.271214926330016759e-01,3.252127439547058998e+02,1.343363579046179075e+04,8.521805330190787231e+00,1.063425991864713005e+01,8.958794073838215882e-04,2.557201641159091210e+00,-5.923546868523961173e-01,9.999257780498542747e-01
2.684335379660758060e-03,4.510181007422006338e+00,9.981073147314757366e-01,1.191737209970733147e+03,6.801246248113568260e-01,1.975571236440858627e+02,4.762438658875511464e+03,7.940632373541159694e+00,9.252430487900870304e+00,1.602478000098227912e-03,1.788191337567807793e+00,-6.747463199977177251e-01,9.999548036640681925e-01
1.557723004621734859e-03,4.572398773049545895e+00,9.987934949718758615e-01,1.895067416087133097e+03,5.779327577529794757e-01,3.060831301634619876e+02,7.575697265575479832e+03,8.381178071823331521e+00,1.008595334781299080e+01,1.099724475756566795e-03,2.105949745178679944e+00,-6.366148823094041065e-01,9.999564577080891636e-01
3.023036052085001455e-03,3.006078166948564601e+01,9.969638457072959037e-01,4.951529570517824141e+03,6.224400696838829905e-01,2.519819450644254744e+02,1.977605750040183921e+04,8.513485674561596994e+00,1.014667393841861198e+01,1.236056007651759134e-03,2.186571352407671753e+00,-6.600506955721422431e-01,9.999748453028725059e-01
