8.925383916570538059e-04,4.833099234385940604e-08,1.442333579420402321e-11,6.952292201207110880e-13,1.528144589440479726e-24,-1.044934583623837933e-16,-1.584775879929682240e-24
1.151399014802355521e-03,1.771497224518077418e-10,1.458813442676196871e-11,5.761091308351660947e-12,4.718221384591175224e-23,-2.927088696007989937e-17,-2.373308824146425848e-23
1.564302164522755499e-03,2.172135582817122131e-08,3.250049685566126654e-10,1.331933249634266303e-10,-2.715640178816394338e-20,-1.861326406515346254e-14,5.521565739479118786e-21
1.460652884214969256e-03,1.989908059243990099e-08,3.665455991857963616e-12,4.935297165472761269e-12,1.775935853882948679e-23,5.619484665845008576e-16,-1.119057483098974694e-23
1.099210719015422276e-03,1.996484318089692889e-08,1.669213167258088686e-14,7.967101296471893532e-12,1.186993389483899988e-24,-1.086724834489442273e-15,-2.651869982554884090e-24
1.215461942350938747e-03,1.629280332385397730e-08,3.216674625054353712e-12,9.426529799418681162e-12,-4.100153572067654747e-23,-1.081330440996002645e-15,-3.183202438022340652e-23
1.771510643009427399e-03,2.292397430435050258e-09,2.786681773778104280e-11,3.539238182779595543e-11,-8.722234907007995550e-22,1.688892076885774891e-15,-6.889500829159674329e-22
1.509905011584722519e-03,5.361093763024097151e-08,1.070600017877926859e-11,3.061371704822219181e-11,2.720622306855718151e-22,-3.551850583030834969e-15,-4.828558441838861576e-22
1.374864867134120315e-03,2.353854850571148349e-08,7.535561286860776177e-12,2.874121876584534890e-11,-4.223966989474246018e-22,-1.318510025371054134e-15,-2.212690520644519651e-23
1.377590798174084270e-03,2.089697578184117269e-08,7.060570286092099256e-12,7.158991367028493919e-12,3.910154362075166275e-23,5.723869186347220607e-16,3.258280339531573936e-23
1.202284396604892886e-03,6.504261321502439044e-08,3.474099446167065079e-11,3.205874512689409063e-11,1.203460041853679359e-22,-8.851963960890300973e-16,1.063104320826523853e-21
1.016046379170446826e-03,9.687109636172850899e-09,8.851661153030946200e-12,1.703266552984314390e-11,2.091323303651112412e-22,1.613123744112100947e-15,1.746330338488096152e-24
1.752444938779420007e-03,1.092395477179229737e-09,3.116661986080933073e-11,3.094278774457737264e-11,-7.679254781503495779e-22,9.656294553922403518e-16,-5.776192519733302831e-22
1.286297322108381031e-03,2.682872541715798845e-07,1.584686020364824041e-11,1.747962733258694377e-11,2.754740545747564111e-22,7.939947162070954419e-15,-9.352563816144424744e-23
1.007484765995591289e-03,6.705648386989159726e-09,1.388583889747596691e-12,2.406325410744598909e-11,-1.384894174124048518e-22,1.853573470862473095e-15,1.298621765333787137e-23
1.126615289021508631e-03,4.755447866503527792e-09,1.399247330810441468e-11,1.637041631330779995e-11,-1.891482987672452247e-22,1.095552242555834800e-15,1.600297855986020244e-22
8.666553251493144035e-04,5.175958685532858807e-10,3.546487545847038323e-12,1.970180610982879208e-12,-2.599293834714800736e-25,-3.798178635012214151e-17,5.201357042099864463e-24
1.255695347656366617e-03,8.003558133419083235e-08,3.183113282015077514e-11,9.053649054579419047e-12,2.036350553533710149e-23,-1.145513517953710893e-15,-1.523406564827210996e-22
1.111529220156005828e-03,2.731331761736033378e-08,5.561107468468214576e-11,1.034997290058827146e-11,-3.752870660219634950e-23,9.657544932367818309e-16,2.454548928485036222e-22
1.101656109379659963e-03,2.924247940672372968e-09,2.938636205268473744e-11,6.905304026278946002e-12,-9.796366771942998179e-23,3.654961097506470664e-16,8.892900649626209958e-24
1.069512745777710747e-03,9.473879369249125899e-08,2.261190505085918650e-12,1.446573028626046678e-12,-2.419625933463194169e-24,-2.666361582747985046e-16,-9.950731797049298460e-25
9.729437477818323170e-04,2.873370627894399642e-10,6.273629801208967765e-12,4.905009570289616443e-12,2.688531607468000362e-23,1.208962081802953354e-17,4.187139801327998892e-24
1.074389643625301956e-03,1.357305655953946455e-08,2.550985338214091889e-11,3.202819746425209873e-11,8.323886719855582743e-22,3.506095405230101610e-15,3.811136998100471621e-22
1.103298255923048981e-03,2.226239670972206400e-09,4.238702123205705622e-12,6.280176655515867404e-12,3.087892079086447322e-23,2.938769080049987940e-16,9.818022294675766812e-24
1.229254034338637556e-03,2.624696549427065736e-09,5.862877155367643178e-13,2.114089117415346695e-11,-7.059201816310146163e-23,1.081919835412056235e-15,-2.358804350894015312e-23
1.259780642896434714e-03,1.981591179012916300e-08,2.449026233899331226e-12,2.554905791376774334e-11,2.018392179553396333e-22,3.569464060482697167e-15,-1.019680262404898248e-23
1.008356894660100526e-03,1.455144330368845602e-08,2.938519362066801029e-13,2.492131583558649890e-12,7.199882353724155465e-25,-2.663639342006639931e-16,2.007445378284863394e-24
1.327272734733200930e-03,7.252154322396967497e-08,8.246836862798894761e-12,3.490517716606461821e-11,-5.698202012123871604e-22,-9.266932699242275037e-15,-1.613134836703876927e-22
1.325600989658024930e-03,5.147841616552175197e-08,5.682670466896807382e-12,4.569883250920519796e-11,6.907277993854575049e-22,-1.028857495952223325e-14,-2.554022326400973135e-22
1.395911752339665940e-03,8.888420823857253763e-08,5.724620905056510344e-11,1.539916124175065892e-11,-4.536011125621031340e-22,-4.496625108925116229e-15,5.735973119916680397e-23
1.240958927374215303e-03,8.440192082668148976e-08,2.120114381250399297e-12,3.830895575041008079e-12,-1.010919037231845935e-23,-1.083514467682019708e-15,-4.123090178356715571e-24
1.254167099489591737e-03,6.154046354213768652e-08,1.434588366582113253e-11,1.543363090639232339e-11,-2.138474161200674653e-22,-3.735036180127298428e-15,-8.371530029146227337e-23
1.018880787821301037e-03,1.922004079020174950e-09,2.811518741000569583e-11,2.653041519187789581e-11,7.158865990275829206e-22,1.642255080228776451e-16,1.119065814769485786e-22
